,id,title,unpublished,Backup Link,sheet_entry,sheet_line,youtube_dl_entry_contributor120,Backup_found
4158,BHKpL-yvh1A,城市論壇：土供組上呈八選項   大辯論全民評成果Report of the Task Force on Land Supply,False,,,,,False
4159,sMOjarKVCwQ,香港故事-數字人生：第十集 : 九十歲後,False,,,,,False
4160,Y3ytGZlcH3w,The Pulse：Year in Finance & 2019 Economic Outlook,False,,,,True,True
4161,Kf2eurqVT38,火速救兵 IV (劇場版)：火伴,False,,,,,False
4162,Z2OSyxl8zVw,中國故事：偶像團練習生,False,,,,,False
4163,nr1K5aCqhwc,Harry 哥哥好鄰居 III：第六十集,False,,,,,False
4164,W1TgMWN66PA,Hong Kong Connection：Sub-fertility Sorrows,False,downloaded,True,734.0,,True
4165,8Y7vJPgWu9M,芭蕾舞：唐吉訶德 Don Quixote,False,,,,,False
4166,T42P1EhhDvI,義想天開：走一圈,False,https://mega.nz/file/dkx0zKzQ#B4adSiRFW7tli1WC14qFdnJQTYP10TdEsCq-mTlAA18,True,585.0,,True
4167,jkH6B1Hf0Yc,義想天開：走下去,False,https://mega.nz/file/JoogDCoS#QkK6NRS323eAqJyiFF_tG54axIEaREFRO1zWkiNLUn4,True,583.0,,True
4168,gf0vvUlJOcY,義想天開：寶寶天使,False,https://mega.nz/file/cwxUyYYR#8pKhyh2w_AqV34wLIUS9SE6vjfXE1HDF4VpY3HPrG1E,True,584.0,,True
4169,Bm4FG2xxTKw,義想天開：另路選擇,False,https://mega.nz/file/cs5gUSbb#O7SLvHBjs4CzbqCzjerYQhzVLoGxUhNRFojhfTeXIsU,True,582.0,,True
4170,pkrDqCf1qsA,Hong Kong Connection：The Star-Crossed Lovers,False,downloaded,True,707.0,,True
4171,NAANk1Tm8dU,鏗鏘40年︰得獎作品精選：我媽媽無罪,False,,,,,False
4172,9uTtKnkF5fw,早辰。早晨：手語直播節目︰天主教香港教區主教楊鳴章逝世；蔡瀾與火鍋,False,,,,,False
4173,XU7d0qeiOvk,第41屆十大中文金曲 「用心．聽」音樂會(現場足本版),False,,,,,False
4174,rKbRz6Kgg34,議事論事：真諮詢. 假諮詢；政情堂邊鶴－鄭若驊解話風波；「論政」嘉賓：梁君彥 (立法會主席),False,,,,,False
4175,pp327NsOPNY,第四十一屆十大中文金曲「用心・聽」音樂會    最優秀流行男歌手大獎 張敬軒,False,,,,,False
4176,pCM1hKUJ5h0,第四十一屆十大中文金曲「用心・聽」音樂會  金針獎得主：達明一派,False,,,,,False
4177,3so8_idZ6ic,第四十一屆十大中文金曲「用心・聽」音樂會:  最優秀流行女歌手大獎  謝安琪,False,,,,,False
4178,gNnfor6PdTE,第四十一屆十大中文金曲「用心・聽」音樂會: 謝安琪表演,False,,,,,False
4179,QlEDj_GvqkQ,第四十一屆十大中文金曲「用心・聽」音樂會  全球華人至尊金曲獎《橙海》,False,,,,,False
4180,qacif52SPLE,第四十一屆十大中文金曲「用心・聽」音樂會: 盧凱彤紀念片段,False,,,,,False
4181,sqS4lcHImLE,第四十一屆十大中文金曲「用心・聽」音樂會:  Supper Moment和奮青樂與路攜手表演,False,,,,,False
4182,oPT8J0rgDig,"第四十一屆十大中文金曲: 十大金曲獎: 《橙海》, 《男人背後》, 《孝順》,  《很堅強》",False,,,,,False
4183,ftKM9byoh64,第四十一屆十大中文金曲「用心・聽」音樂會 JC表演,False,,,,,False
4184,S0yB8ER8yEA,第四十一屆十大中文金曲「用心・聽」音樂會 謝霆鋒表演,False,,,,,False
4185,e-DD22-w9J0,第四十一屆十大中文金曲「用心・聽」音樂會群星合唱 《為全世界歌唱》,False,,,,,False
4186,kj4WbfzAq1A,第41屆十大中文金曲 「用心．聽」音樂會前奏：第41屆十大中文金曲 「用心．聽」音樂會前奏,False,,,,,False
4187,EL-PO8Hl5-I,Harry 哥哥好鄰居 III：第五十九集,False,,,,,False
4188,xkU4JUVfRGA,警訊：罪案呼籲-電郵騙案,False,,,,,False
4189,eO-JYb0U22A,Harry 哥哥好鄰居 III：第五十八集,False,,,,,False
4190,6N7_kypI3FM,"The Works：Mills:CHAT, Japanese Gutai & in the studio: pianist KJ, Wong Ka-jeng",False,,,,,False
4191,jcj0R-1f9P8,早辰。早晨：手語直播節目︰第二集,False,,,,,False
4192,c91tVTPAHuE,視點31：元旦樣樣加；土地終極報告出爐；培育自閉兒成才；政府應對輿論,False,,,,,False
4193,YFQ6unuMjNQ,Harry 哥哥好鄰居 III：第五十七集,False,,,,,False
4194,VG9L2Qfoi4Y,早辰。早晨：手語直播節目︰土地供應專責小組最終報告；最熱一年,False,,,,,False
4195,ANsVA9B29oQ,日常8點半 (民生‧旅遊)：第十八集,True,,,,,False
4196,hdz4pYMs5ho,鏗鏘集：一切由心造,True,,,,,False
4197,OxaitvimJGo,Harry 哥哥好鄰居 III：第五十六集,True,,,,,False
4198,MuQ1hDEYbBU,愛麗絲夢遊仙境 (ROH: Alice's Adventures in Wonderland),False,,,,,False
4199,2Vet-l2V03Y,華人作家 III：《我是棄》- 駱以軍,False,,,,,False
4200,njJmyuovxJ4,早辰。早晨：手語直播節目︰第二百六十一集,True,,,,,False
4201,VfLsC4_zd7c,影動青春III：第四集 - 迷室、誰偷了我的夢想,True,,,,,False
4202,2IcjD3kPXSg,8花齊放 2018：第五集,False,,,,,False
4203,TTSohofJsr8,華人作家 III：《用文字推拿生存裡的疼和痛》- 畢飛宇,False,,,,,False
4204,18p0eMa8cEI,走過四十年：工匠傳承,False,,,,,False
4205,2S-I48Nat8k,城市論壇：檢討自資院校出報告   教學質素新年求進步  Whether the review on Self-financing Post-secondary Education is for the,False,,,,,False
4206,M_rXmCvsAyI,投資新世代：投資新世代 12月29日,False,,,,,False
4207,8If8YDfM1VE,香港故事-數字人生：第九集 : 八口子的故事,False,,,,,False
4208,OTBWH6Kki7w,鏗鏘40年︰得獎作品精選：六四廿五。囚語,False,,,,,False
4209,Fl2PFQF1_Fs,"The Pulse：Year 2018 in politics, freedom of expression & press",False,,,,True,True
4210,4Zey_VhTy1A,香港風物誌：桌桌有漁,False,,,,,False
4211,l7J0ktXeYGU,運輸背後：一路平安,True,,,,,False
4212,tPMU_awCDrM,頭條新聞：第15集－述職,False,,,,True,True
4213,JRIzTmsIQpY,日常8點半 (潮流)：第十七集 綠適生活,False,,,,,False
4214,Xgjl07dQ_6U,頭條新聞：第16集－年結篇,False,,,,True,True
4215,LgjvkBqGJ2U,Harry 哥哥好鄰居 III：第五十五集,False,,,,,False
4216,d1ytDhirLBo,Hong Kong Connection：Space Speculation,False,,,,,False
4217,Lfw_VygIz8Q,《東京故事 (下集) 》宣傳短片,False,,,,,False
4218,3gY-l_GekLg,《零距離科學》── 機械人世界,False,,,,,False
4219,UAfk9uQ6CyA,早辰。早晨：手語直播節目︰土瓜灣內地團問題；新智能身份證；《潮傾天下》：基因編輯,False,,,,,False
4220,RC72x0ddv6w,2018香港政情大事回顧,False,,,,,False
4221,55RNgM_od1M,Harry 哥哥好鄰居 III：第五十四集,False,,,,,False
4222,SMQm8mwI3t4,早辰。早晨：手語直播節目︰鄭若驊回應UGL案；王全璋案開審,False,,,,,False
4223,W9voQq6L8QQ,日常8點半(體育運動)：第十七集,False,,,,,False
4224,Z3mdRQ9xrio,警訊：警訊聖誕Fun紛Day,False,,,,,False
4225,u39SFwLAFsA,Harry 哥哥好鄰居 III：第五十三集,False,,,,,False
4226,DVM549DOiWY,"The Works：Christmas Special: Swedish Winter, The Choir of Merton College of Oxford , saxophonist Cal",False,,,,,False
4227,dniaW4we1qQ,早辰。早晨：手語直播節目︰內地非洲豬瘟疫情；內地潮流文化,False,,,,,False
4228,wdRXS2VGAOg,視點31：我嘅2018 你嘅2018,False,,,,,False
4229,LZo9M0AZNJ8,"第二台 騷動音樂 聖誕特別節目：騷動聖誕MINI LIVE: 12月25日：Dusty Bottle , Jace, 王嘉儀",False,,,,,False
4230,7EMkavk-T0w,Harry 哥哥好鄰居 III：第五十二集,False,,,,,False
4231,iLkKJl6YfWw,早辰。早晨：手語直播節目︰港鐵沙中綫紅磡站月台開鑿石屎檢測；環保聖誕,True,,,,,False
4232,DCWeS2jyV8s,鏗鏘集：情騙,False,https://mega.nz/file/0xBBzKqA#0sULuY1Z35DuQ7ZjkRLQORq2idvc8dQjSH_c30iapj4,True,75.0,,True
4233,uvcNypotKio,"第二台 騷動音樂 聖誕特別節目：騷動聖誕MINI LIVE: 12月24日：Serrini , 洪嘉豪",False,,,,,False
4234,TtefQngzE0M,Harry 哥哥好鄰居 III：第五十一集,True,,,,,False
4235,5kXlL6JIX6I,《東京故事 (上集) 》宣傳短片,False,,,,,False
4236,Yv4Mjmm_D70,早辰。早晨：手語直播節目︰民主派促鄭若驊交代UGL事件；閃靈樂隊,False,,,,,False
4237,yHE0_lCRmfY,影動青春III：第三集 - 喪屍白痴食螺絲、52赫茲,False,,,,,False
4238,j22nD7uJ9uc,8花齊放 2018：第四集,False,,,,,False
4239,nygiSqEHtbI,城市論壇：議事規則或再改   立會佳音言路開？Calls for changes to Legco's rules and procedures,False,,,,,False
4240,shi_Py3d3OQ,香港風物誌：我這一代大澳人,False,,,,,False
4241,U5spPLakkzQ,香港故事-數字人生：第八集：7年之光,False,,,,,False
4242,6Bmkw2OWE20,運輸背後：不容有失,True,,,,,False
4243,sX5dJHdFLP8,"The Pulse：UGL: interview with James Tien, start-ups in Silicon Valley & HK",False,,,,True,True
4244,EnQcMsvdIDI,投資新世代：投資新世代 12月22日,False,,,,,False
4245,zgY7cjJL6y8,日常8點半 (潮流)：第十六集 對不起，惡搞你,True,,,,,False
4246,wdYg6PHYu50,Harry 哥哥好鄰居 III：第五十集,False,,,,,False
4247,OSCwsriIzl4,光影流聲360：暢遊「《獅子山下》的誕生」,False,,,,,False
4248,WX0horCs4f0,光影流聲360：暢遊時間廊,False,,,,,False
4249,Jd5aGA2MFLE,光影流聲360：暢遊「金曲40我和你」,False,,,,,False
4250,G1Vm-g9Zwc8,童真無國界,False,,,,,False
4251,nMVw8-C5_G4,早辰。早晨：手語直播節目︰內地非洲豬瘟疫情；內地有城市疑取締沿街擺放聖誕物品,False,,,,,False
4252,TK-OkjdVJn4,2018國際風雲大事回顧,False,,,,,False
4253,eZezH3ywIBk,Harry 哥哥好鄰居 III：第四十九集,False,,,,,False
4254,N_GNRiSJQWs,早辰。早晨：手語直播節目︰土地小組或倡八個土地選項；鄭若驊休假被質疑避談UGL事件,False,,,,,False
4255,aoL6zmZxH04,日常8點半(體育運動)：第十六集,False,,,,,False
4256,TpDQn56FG5Q,警訊：罪案呼籲_非禮及偷拍裙底相關案件,True,,,,,False
4257,rj3nNqDLWfU,Harry 哥哥好鄰居 III：第四十八集,True,,,,,False
4258,gaeTqg_dbfg,The Works：Interivew with Max Richter & in the studio: tango from Cafe 852,False,,,,,False
4259,ZRRiTEFiln8,早辰。早晨：手語直播節目︰改革開放四十年；《早晨一件事》普轉粵教中,False,,,,,False
4260,B4G_l42V8cY,視點31：北京直擊特首述職；中國模式與華為冒起；港人菲律賓藏毒案,False,,,,,False
4261,j7vCHL2bHCY,Harry 哥哥好鄰居 III：第四十七集,False,,,,,False
4262,NtbmKLbvwu4,《零距離科學》 - 汽車噩夢 預告,True,,,,,False
4263,Y17ATPwmB-4,早辰。早晨：手語直播節目︰行政長官林鄭月娥北京述職；俄羅斯監管RAP歌,False,,,,,False
4264,JrWyquWMmII,日常8點半 (民生‧旅遊)：第十六集,False,,,,,False
4265,C-I6WWeClaE,鏗鏘集：填海巨輪前,False,,True,61.0,,True
4266,gvjVwaFY7OQ,Harry 哥哥好鄰居 III：第四十六集,False,,,,,False
4267,e3U9cQXqoek,早辰‧早晨：手語直播節目︰林鄭月娥北京述職；《講式早餐》嘉賓：紅十字國際委員會人道工作人員葉維昌,False,,,,,False
4268,PMhm5qmBAGY,影動青春III：第二集 - 阿鳳、紙X父業,False,,,,,False
4269,o0jO2rvqCno,8花齊放 2018：第三集,False,,,,,False
4270,e_D1DqPCvyU,華人作家 III：《最後的情詩》- 蔡炎培,False,,,,,False
4271,Oc2HkRiiB_c,走過四十年：標記時代,False,,,,,False
4272,cBuvdTsoU5A,城市論壇：規劃粉嶺高球場   建屋利弊怎衡量？Pros and cons of partial or full development of Fanling Golf Course,False,,,,,False
4273,QA1NiB7-DPE,火速救兵 IV：兄弟（四）,False,,,,,False
4274,xp1QDrQgowU,香港故事-數字人生：第七集 : 6呎GOAL,False,,,,,False
4275,VBqTYTVIr48,運輸背後：出路,True,,,,,False
4276,Aq9yN9zyKss,The Pulse：US-China technology war: discussion with David Zweig & William Nee & gene-edited babies,True,,,,True,True
4277,hvHJquHV-vg,投資新世代：投資新世代 12月15日,False,,,,,False
4278,dM1fy5JjMyc,日常8點半 (潮流)：第十五集 遊走書香,False,,,,,False
4279,t-wCGeZPQ70,頭條新聞：第14集－愛國聖誕禮物,True,,,,,False
4280,izXWpaN4J4k,Harry 哥哥好鄰居 III：第四十五集,False,,,,,False
4281,PxS2yh7hK-w,機遇與抉擇預告,True,,,,,False
4282,vdZQ7RbdFFM,"Hong Kong Connection：Creativity, Chinese Style",False,,,,,False
4283,MW8QGLUweW8,議事論事：2018年的立法會; 特權條例未能保障議員？;「見薇知著」嘉賓：馮智政(國際關係法學者),False,,,,,False
4284,zlbpvYYxilI,獅子山下2018 一葉舟 中英文字幕版本 Raft Chinese and English Subtitle,False,,,,,False
4285,dbVEKdBfyzM,Hong Kong Connection：Candle In The Wind,False,,,,,False
4286,bLJrM_Un56g,Hong Kong Connection：Eczema,False,,,,,False
4287,c5gpO36O-Vs,硬地音樂 2018 - Stranded Whale《Why Don’t You?》,True,,,,,False
4288,uv2zGJfGNdo,硬地音樂 2018 - Site Access《Rocket》,False,,,,,False
4289,HLzC8pkFCSI,硬地音樂 2018 - Thud《Prime of Pride》,False,,,,,False
4290,eZ5fIVy3HyA,硬地音樂 2018 - Instinct of Sight《過》,False,,,,,False
4291,nHP7fnK9fZA,硬地音樂 2018 - 粉紅A《香港香港》,False,,,,,False
4292,LgZI_KbLE7o,硬地音樂 2018 - Dough-Boy《Noisy》,False,,,,,False
4293,I-A_LYO188A,硬地音樂 2018 - The Sulis Club《Rage》,False,,,,,False
4294,cxEjgp0y0hs,硬地音樂 2018 - Adrian Lo《Nobody knows my names》,False,,,,,False
4295,AerZa_31zH4,硬地音樂 2018 - Modern Children《Flightless Bird》,False,,,,,False
4296,po-1KDISLY4,硬地音樂 2018 - Jason Kui《Reactive Impulse》,False,,,,,False
4297,oSYcIcvNsSw,硬地音樂 2018 - 鐵樹蘭《同化》,False,,,,,False
4298,Jd8wYQgK7Ps,早辰‧早晨：手語直播節目︰一地兩檢覆核；雲與星,False,,,,,False
4299,bChSpJn276w,Harry 哥哥好鄰居 III：第四十四集,False,,,,,False
4300,N_wbWZ4UTWg,早辰‧早晨：手語直播節目︰UGL案律政司不檢控梁振英；2018年熱門網上搜尋,False,,,,,False
4301,PrXyKmN6YGg,日常8點半(體育運動)：第十五集,False,,,,,False
4302,mzJ-At4Z_ng,警訊：罪案呼籲- 財務中介公司詐騙,False,,,,,False
4303,8hkloP1kV6U,Harry 哥哥好鄰居 III：第四十三集,True,,,,,False
4304,x6AjTEC889Q,"The Works：Traditional Taiwanese narrative song “Liām Kua” singer, Yang Xiu-qing & in the studio: cel",False,,,,,False
4305,ohhhW7fVEto,早辰‧早晨：手語直播節目︰加拿大前外交官被中國當局拘留；氣候峰會,False,,,,,False
4306,a8pOE6ZB_RA,視點31：孟晚舟與特區護照；內地科研與香港的關係；外交部抗議美加；港美關係,False,,,,,False
4307,O16aOmoZrU0,Harry 哥哥好鄰居 III：第四十二集,False,,,,,False
4308,l1A7xPdZ_Kc,《零距離科學》 - 水的想像 預告,False,,,,,False
4309,2MK-aZRHNqc,早辰‧早晨：手語直播節目︰民主黨尹兆堅和林卓廷被預約拘捕；英國押後國會表決脫歐方案,False,,,,,False
4310,7hB1G5BEzRc,日常8點半 (民生‧旅遊)：第十五集,False,,,,,False
4311,d3XaHFWBopc,鏗鏘集：韓迷星夢,True,,,,,False
4312,Fh0jZ6GZXz4,Harry 哥哥好鄰居 III：第四十一集,False,,,,,False
4313,NFl3zCu9IjA,鏗鏘40年︰得獎作品精選：走在改革的路上,True,,,,,False
4314,SESq_TqmQVs,早辰‧早晨：手語直播節目︰孟晚舟護照問題；關注小學生抑鬱狀況,True,,,,,False
4315,aWlRy-c1Ek4,影動青春III：第一集 - 開學、老地方,False,,,,,False
4316,2n330OcZDSI,8花齊放 2018：第二集,False,,,,,False
4317,GcbkEsZluIE,華人作家 III：《走往森林的路》- 劉克襄,False,,,,,False
4318,JQB6-cJRJ98,走過四十年：中國合夥人,False,,,,,False
4319,kHDswwhcUfc,城市論壇：重置展亮無聲氣   殘疾職訓待轉機？The replacement of the Shine Skills Centre and the employment of the people w,False,,,,,False
4320,B0IyuInpIb0,火速救兵 IV：兄弟（三）,False,,,,,False
4321,NDzZYBa-dj8,香港故事-數字人生：第六集 : 5星星的起跑線,True,,,,,False
4322,OeamaW7PEZY,運輸背後：三級戒備(下),False,,,,,False
4323,w1Mo6-Lx9O8,"The Pulse：Disqualification of Eddie Chu, discussion with Priscilla Leung & government publicity camp",True,,,,True,True
4324,Q5tN0pTGXCo,投資新世代：投資新世代 12月8日,False,,,,,False
4325,dnos4Wut13A,日常8點半 (潮流)：第十四集 斜槓攻略,False,,,,,False
4326,7yHtTk3gmuY,頭條新聞：第13集－隱晦支持,True,,,,True,True
4327,HQx6w6iFdwI,Harry 哥哥好鄰居 III：第四十集,False,,,,,False
4328,MoOuiblLP9U,《美食尋源 - 首都華盛頓》 宣傳短片,False,,,,,False
4329,8Nyu_bU_tec,平安夜響徹200年 The First Silent Night 宣傳短片,False,,,,,False
4330,8KtD3BkKJYQ,鏗鏘集：天氣不似預期,False,,,,,False
4331,mZcAMHs1oGw,早辰‧早晨：手語直播節目︰華為孟晚舟被捕；彩通公布明年代表顏色,False,,,,,False
4332,fgUvRx3N1_o,日常8點半 (民生‧消閒)：第十四集,False,,,,,False
4333,tsQUtPhDRTw,議事論事：選舉遊戲準則何在; 真假新聞; 「論政」嘉賓：胡志偉 （民主黨主席）,False,,,,,False
4334,B5KBRoZnx9A,Harry 哥哥好鄰居 III：第三十九集,False,,,,,False
4335,yrDwASmvc6A,早辰‧早晨：手語直播節目︰紅磡站鑿石檢查；各國護照排名,False,,,,,False
4336,jzogrsh8YrM,日常8點半(體育運動)：第十四集,False,,,,,False
4337,7Q6AbFwsTNk,警訊：罪案呼籲-以欺騙手段取得財產(清洗黑鈔),False,,,,,False
4338,dqewJJR-UaI,Harry 哥哥好鄰居 III：第三十八集,False,,,,,False
4339,AHxTYZlITsQ,The Works：Ten Years Int'l Project & in the studio: percussionist Matthew Lau & Bevis Ng,False,,,,,False
4340,1r_GLxBp7WU,早辰‧早晨：手語直播節目︰國家憲法；《早辰一件事》：學校自發實行周末無功課,False,,,,,False
4341,DNjhtK-4qkE,視點31：DQ朱凱迪; 美國香港政策法; 焦土論,True,,,,,False
4342,Du5eqFFDDRw,Harry 哥哥好鄰居 III：第三十七集,True,,,,,False
4343,yW0sf5EBuWE,日常8點半(體育運動)：第十一集,False,,,,,False
4344,XAqiPR5_KlQ,日常8點半(體育運動)：第十二集,False,,,,,False
4345,0vcOrMRffzo,《美食尋源 - 邁阿密》 宣傳短片,False,,,,,False
4346,qgDOB8jeHj0,早辰‧早晨：手語直播節目︰第二百四十二集,False,,,,,False
4347,Z-2RVr4YNEA,日常8點半 (民生‧旅遊)：第十四集,False,,,,,False
4348,Zbxai8w42BM,Harry 哥哥好鄰居 III：第三十六集,False,,,,,False
4349,YTAucX49vjQ,投資新世代：投資新世代 12月1日,False,,,,,False
4350,vLbxWLJW2Io,早辰‧早晨：手語直播節目︰朱凱廸鄉郊代表選舉提名無效；《講式早餐》旅遊達人項明生,False,,,,,False
4351,fsBu7sGB4Mk,硬地音樂2018：第10集 Stranded Whale,False,,,,,False
4352,ASnPfzqfGSc,"獅子山下 2018：拾海星的人 [演出: 鮑起靜, 鄺文珣]",False,,,,,False
4353,oObQBgYzVL8,文化長河鐵道行II：華北古韵,False,,,,,False
4354,QGosRBKh-nY,城市論壇：九西新東村代表   選舉形勢待分曉What are the implications of the LegCo by-election for Kowloon West on upcomin,False,,,,,False
4355,VO8W4p5j5YY,火速救兵 IV：兄弟（二）,False,,,,,False
4356,B9XqQnKb1ns,香港故事-數字人生：第五集：四年有一個夢想,False,,,,,False
4357,9k5INSxEiw0,運輸背後：三級戒備(上),True,,,,,False
4358,TBHNBJ8TjyI,The Pulse：Kln West Legco by-election & interview with conservationist Jane Goodall,False,,,,True,True
4359,8guyqwYc8uk,頭條新聞：第12集－編輯基因BB,False,,,,True,True
4360,rHtSAojHYyQ,日常8點半 (潮流)：第十三集 港產中國風,True,,,,,False
4361,3JEg7aqJc0E,Harry 哥哥好鄰居 III：第三十五集,False,,,,,False
4362,VRW4vezoHjE,回味港台(噏下先)－倪秉郎(問問郎哥),False,,,,,False
4363,fchEjbjM01o,回味港台(噏下先)－麥潤壽(快問快答),False,,,,,False
4364,Yk_vWOVXmV8,回味港台(噏下先)－陳海琪(emoji估下先),True,,,,,False
4365,H_VWiCqJSCU,早辰‧早晨：手語直播節目：香港政策研究所問卷惹爭議； 馬拉松和運動的意義,False,,,,,False
4366,myC7TgnEdtg,議事論事：建制派續勝九西補選; 台灣藍綠變天,False,,,,,False
4367,kwXW6ao97bU,Harry 哥哥好鄰居 III：第三十四集,True,,,,,False
4368,An3PHABzVmA,早辰‧早晨：手語直播節目︰賀建奎出席基因峰會演講；屯門「龍床盤」推價單,False,,,,,False
4369,xeCzej0pws0,日常8點半(體育運動)：第十三集,False,,,,,False
4370,fBvzimn1EZA,警訊：安全小貼士-從行駛中的車輛下車,False,,,,,False
4371,gN2UcYqyQF0,"The Works：Wood art, HK Int'l Photography Festival & in the studio: singer-songwriter Emmy the Great",False,,,,,False
4372,n4FY4RvQims,視點31：九西補選；大坑西邨；時間銀行,False,,,,,False
4373,s0oqrLBmuG4,Harry 哥哥好鄰居 III：第三十二集,False,,,,,False
4374,VuG9y9jCGbk,《零距離科學》 - 暴龍再現 預告,False,,,,,False
4375,41S9DNjbi24,早辰‧早晨：手語直播節目︰立法會九西補選後續；台灣九合一選舉啟示,False,,,,,False
4376,R_E5BvScecs,廣播傳送多面睇：電視,False,,,,,False
4377,v8e3wwgEt_g,日常8點半 (民生‧旅遊)：第十三集,False,,,,,False
4378,UnooTVSex64,鏗鏘集：反抗的畫筆,True,,,,,False
4379,CIFZMi0soto,Harry 哥哥好鄰居 III：第三十一集,True,,,,,False
4380,qeNsAnvJ7Ng,早辰‧早晨：手語直播節目︰陳凱欣勝出立法會九龍西補選；補選投票率及未來分析,False,,,,,False
4381,3DcVy_-az5U,硬地音樂2018：第9集 Site Access,True,,,,,False
4382,I1znTY-06nk,大學問：70+1─蕭芳芳,False,,,,,False
4383,zH6Ilq7zi7s,獅子山下 2018：苦樂園,False,,,,,False
4384,3U7R296spZk,文化長河鐵道行II：朝陽尋根,False,,,,,False
4385,LvIrXwS-U-Q,城市論壇：橋通港珠澳滿月  東涌野馬團失控Effects of Hong Kong-Zhuhai-Macao Bridge (HZMB) opening for one month and new m,False,,,,,False
4386,FQeOx0K_JE0,火速救兵 IV：兄弟（一）,True,,,,,False
4387,41P2katUA6k,香港故事-數字人生：第四集 : 一年抱3,False,,,,,False
4388,H0L6EhiUXyE,The Pulse：Taiwan local elections & US Midterm Elections III: migrant caravan,False,,,,True,True
4389,UuMvC9Zsh1E,投資新世代：投資新世代 11月24日,True,,,,,False
4390,tPuvZvM5gMs,日常8點半 (潮流)：第十二集 韓流不息,False,,,,,False
4391,TW88IyozwpM,Harry 哥哥好鄰居 III：第三十集,False,,,,,False
4392,lAaHVB-AbSI,《美食尋源 - 皇后區》 宣傳短片,False,,,,,False
4393,7FI_LRZvAfQ,議事論事：國際社會關注香港民主自由; 貿易戰僵局; 「論政」嘉賓: 黃友嘉 (港區人大代表),True,,,,,False
4394,oFtcKOWd38Y,Harry 哥哥好鄰居 III：第二十九集,False,,,,,False
4395,SdUE0tlAZ84,早辰‧早晨：手語直播節目︰D&G與中國投資；感恩節小火雞,False,,,,,False
4396,F_CjS4_Jz0Y,警訊：進入米埔沼澤區及內后海灣限制地區注意事項,False,,,,,False
4397,Npv0FA5c6kw,Harry 哥哥好鄰居 III：第二十八集,False,,,,,False
4398,Xmtaqj_mw80,"The Works：Underwater orchestra, ""AquaSonic"", artists Wong Tong & Fong Chung-Ray, studio performance:",False,,,,,False
4399,NygP_TgOgU8,文化長河鐵道行II：草舞沙揚,False,,,,,False
4400,y0LmL_NNNwA,早辰‧早晨：手語直播節目︰公民廣場；展亮中心重置爭議,False,,,,,False
4401,0WOjkOSCVOI,《美食尋源 - 芝加哥》 宣傳短片,True,,,,,False
4402,TiIKNFFK-HE,視點31：七警九子案;美國國會報告;醫學美容,True,,,,,False
4403,pquyOKKDidg,Harry 哥哥好鄰居 III：第二十七集,False,,,,,False
4404,iXgCAFQ_H3U,香港視我家大專生短片創作活動－誰又存在過,True,,,,,False
4405,MBu40cqoyuo,香港視我家大專生短片創作活動－歴史有誰知?,False,,,,,False
4406,UCST4ydYeww,香港視我家大專生短片創作活動－阿周,False,,,,,False
4407,e3QzkfquvNM,香港視我家大專生短片創作活動－香港折疊,False,,,,,False
4408,kD9RXHcVms0,香港視我家大專生短片創作活動－港島—半城半市,False,,,,,False
4409,qPNRX9_3ttk,香港視我家大專生短片創作活動－你未見過的香港,False,,,,,False
4410,yjXKAWkgwLA,香港視我家大專生短片創作活動－別樣香港,False,,,,,False
4411,tjYNFqFt1B8,香港視我家大專生短片創作活動－舊日香港,False,,,,,False
4412,6IjAy-PU_tU,香港視我家大專生短片創作活動－尋,False,,,,,False
4413,4Czk2e_4F_M,香港視我家大專生短片創作活動－Hi，Story,True,,,,,False
4414,Lhw2xR71m2E,早辰‧早晨：手語直播節目︰佔中九子案開審；對文翠珊的不信任動議,False,,,,,False
4415,AMDLUbu0Eko,日常8點半 (民生‧旅遊)：第十二集,False,,,,,False
4416,aJRDwL8IrSI,鏗鏘集：自食其膠,False,,,,,False
4417,ZJV_4cTyz0o,Harry 哥哥好鄰居 III：第二十六集,False,,,,,False
4418,sjxE2egVwh0,鏗鏘40年︰得獎作品精選：警號,False,,,,,False
4419,Z3FuHBQVH3A,Hong Kong Connection：The Eve of the Trial,False,,,,,False
4420,e5AgiKq9FdQ,早辰‧早晨：手語直播節目︰傅榆台獨論；南韓被指運垃圾到菲律賓,False,,,,,False
4421,OLzJQgSs7IY,2018立法會補選論壇：2018立法會補選論壇：九龍西,False,,,,,False
4422,IL4FBKjDLr0,硬地音樂2018：第8集 Thud,True,,,,,False
4423,FFhP7wE-SkM,大學問：寄時光 語成長─林奕華,False,,,,,False
4424,jamlvbD6wlw,獅子山下 2018：一葉舟,False,,,,,False
4425,2hRt2nEkgOQ,城市論壇：美國國會報告促檢討  一國兩制實施受質疑US Congress report recommends that Washington assess the treatment of Hong,False,,,,,False
4426,gI-Ywt-Vof0,火速救兵 IV：守破離(下),False,,,,,False
4427,SUr3CIri_rs,香港故事-數字人生：第三集 : 二人游世界,True,,,,,False
4428,I6_RrFN0WdU,"The Pulse：US Midterm Elections: Women in Politics & #metoo, discussion with: Leta Hong Fincher & Puj",False,,,,True,True
4429,l4D3X1yrzTM,投資新世代：投資新世代 11月17日,False,,,,,False
4430,2QhgEXHGN04,日常8點半 (潮流)：第十一集 咖啡熱,False,,,,,False
4431,mea3ETzFO7U,頭條新聞：第10集－急不得，慢不得,False,,,,True,True
