,Programme,Date (dd/mm/yy),Title ,Content description,Youtube Link,Backup Link,Added to Database,Unnamed: 7,Unnamed: 8,如果需要credits去upload，請TG搵我。,Unnamed: 10,id,sheet_entry,sheet_line
1262,,,,,,,,,,,,,True,1264
1263,,,,,,,,,,,,,True,1265
1264,,,,,,,,,,,,,True,1266
1265,,,,,,,,,,,,,True,1267
1266,,,,,,,,,,,,,True,1268
1267,,,,,,,,,,,,,True,1269
1268,,,,,,,,,,,,,True,1270
1269,,,,,,,,,,,,,True,1271
1270,,,,,,,,,,,,,True,1272
1271,,,,,,,,,,,,,True,1273
1272,,,,,,,,,,,,,True,1274
1273,星期五主場-2013,2013-09-13,佔領中環運動發起人戴耀廷,"一直說政改諮詢時間充裕的梁振英，昨晚再約會一班政黨中人以及學者等等飯局，座上客還包括他口中不可能和平、為犯法而犯法的佔領中環運動發起人。聽了意見，梁振英又會否從善如流？
《星期五主場》今集嘉賓，廿幾年前已經同梁振英在政制上交過手，80年代，他由大專生選出，代表學界加入基本法諮詢委員會，委員會秘書長就是梁振英。
之後他經常就香港政制發表意見，今年初在報紙的一篇文章，就將他推到政改風眼。
他在大學教授法律，但是，這幾個月他一直提倡以犯法行動爭取真普選。反對他的認為他一廂情願，是二線教授，三個人搞亂社會。就算是支持公民抗命的，亦有批評他太天真。而更多人可能根本不明他在做甚麼。
今日作客的是港大學法律系副教授，提出佔領中環的戴耀廷。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=33794&year=2013&lang=zh-CN,https://mega.nz/file/MpR3QKxR#qW_AeuDvutHrxJkvZXxWHr3QTX3vzpVeEQjEKu4cxDI,,needs another back up,,,,,True,1275
1274,星期五主場-2013,2013-02-15,保安局局長黎棟國,"農曆新年期間，旅客擠滿旅遊景點，加上近年水貨客擾民、自由行令店舖變得千篇一律、加價加租等問題，中港矛盾由以往的文化差異，變成近年與日常生活攸關，香港的入境政策，是否需要檢討？
實實在在的邊境關口，可以說是一國兩制的體現。《基本法》保障香港出入境政策享有高度自治，那麼保安局有沒有好好把關呢？
《基本法》同時保障香港人的言論及遊行示威等自由，保安局在維持社會秩序之時，又有沒有好好地平衡香港人的自由呢？
今集嘉賓是保安局局長黎棟國",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=28243&year=2013&lang=zh-CN,https://mega.nz/file/ZohCSDAa#BtxJOBX5r9A9OB44MCSUapzSwoH-S4K5eSokdNXPdt4,,needs another back up,,,,,True,1276
1275,星期五主場-2013,2013-08-16,前政務司司長陳方安生,"星期日梁振英到天水圍出席論壇，支持和反對他的人在場外劍拔弩張，更出現暴力場面。場內，他的一番言論，令原本已經撕裂的社會再起波瀾，矛盾對立有增無減。

有人說事件令人想起文革十年浩劫，有人擔心六七暴動重演，但更多人在問：「香港為什麼會變成這樣？」梁振英沒有回應這些問題，卻在網誌寫他幾十年前買紅衫魚時如何講價。我們曾經邀請他出席節目，特首辦回覆梁先生公務繁忙，未能安排。

至於今日嘉賓，他曾是公務員之首，亦曾高票當選立法會議員，有人說她是香港良心，捍衛香港核心價值，亦有人稱她是港英餘孽，整天指手劃腳。對於現時政治同社會亂局，她有甚麼看法？

《星期五主場》今日請到前政務司司長陳方安生作為嘉賓。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=33314&year=2013&lang=zh-CN,https://mega.nz/file/tphWmTCT#7_6Kk3RsncwHr6-4jVfiGXkJUyQffo2xs6LU7Bg7WOc,,needs another back up,,,,,True,1277
1276,星期五主場-2013,2013-01-25,地產建設商會執委會主席梁志堅,"美國顧問機構Demographia在三百多個大城市進行置業負擔比率調查，結果顯示香港樓價已經達到「極難負擔」的水平，連續三年成為全球最難置業的地方。
另一方面，《福布斯》全球富豪榜首200位中的香港人，全都是地產商。
今集嘉賓縱橫地產界半個世紀，是新世界發展開國元老，亦經常帶頭捍衛地產商利益，好像早前高調反擊政府穩定樓市的「辣招」，並稱與政府洽談「得個桔」。
不過施政報告發表後，他表示滿意政府的房屋政策。
他是地產建設商會執委會主席梁志堅。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=27723&year=2013&lang=zh-CN,https://mega.nz/file/Z14mmZQQ#kQm4O3ceMeakF94x4LCvcOdNwLoDRoyEJ6uVC4UTOME,,needs another back up,,,,,True,1278
1277,星期五主場-2013,2013-08-02,大愛同盟創始人黃耀明,"香港足球主場一片爛地，淪為國際笑話。香港人的主場，我們的社會，又是否好像大球場草皮一樣，千瘡百孔呢？今日作客的嘉賓，對香港社會，尤其是政治，很有意見。
他是歌手，出道廿多年，經常在作品中反映政治時事、社會議題以至大眾心態；近年他成為敢言藝人的代表，悼念六四、七一上街，以至爭取普選，反對國民教育科，都有他的身影。上年他出櫃表明自己是同性戀者之後，被視為同志爭取平等權利的代言人，走到社會運動前綫，見報亦由娛樂版變成港聞版。一直走非主流路線，他如何爭取社會主流支持呢？
《星期五主場》今日請到大愛同盟創始人、文藝復興基金會理事長黃耀明。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=32946&year=2013&lang=zh-CN,https://mega.nz/file/9xoCRIxa#VGhSzM0H6nZVDTBMnQXWXoM00N3PfRWBu5uiSSSCA4E,,needs another back up,,,,,True,1279
1278,星期五主場-2012,2012-12-28,天主教香港教區副主教楊鳴章神父,"今集嘉賓所屬的組織，不時與政府打對台，例如推行國民教育就堅持行自己一套，校本條例就甚至和政府打官司。
他們行事講求公義，但最近審計報告就揭發，他們管理的醫院原來有不少問題。
有人形容，香港社會漸漸禮崩樂壞。在這樣的大環境下，他又能否守護同倡導公義呢？
他是天主教香港教區副主教楊鳴章神父。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=27011&year=2012&lang=zh-CN,https://mega.nz/file/FwoxnIxS#i4o0ubKt_lmGBGHqevlKdMu8YqlmEkDm3Kah5583YGs,,needs another back up,,,,,True,1280
1279,星期五主場-2013,2013-08-23,工商專業聯會主席黃友嘉,"梁振英出席觀塘論壇，不再講發表惹火言論，不過，他當選之後聲稱要建立香港營，人大常委范徐麗泰日前就說：「只聞其聲，未見其形。」
今集嘉賓，同樣是全國人大，特首選戰他提名唐英年，但梁振英上場後，他仍然獲委任多項公職，涉及經濟、土地、金融、扶貧等範疇，被視為由唐營中人過渡成為梁粉，他對現時社會以至政商界的矛盾對立有什麼看法呢？
他父親黃保欣曾經活躍政壇，曾擔任基本法委員會副主任、機管局主席等。他是芝加哥大學經濟學博士，亦做過中華廠商會會長，經常代表商界發聲。而他做主席的智庫，就被外界稱為梁振英御用智囊。對於現屆政府管治下的營商環境，他又有什麼意見呢？
《星期五主場》今集請到工商專業聯會主席，廠商會永遠名譽會長黃友嘉。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=33497&year=2013&lang=zh-CN,https://mega.nz/file/QlwwkLIZ#2WTa-iL__gSyo-SWgIgZYcfqN9LFhJPsGbZIAsJb0FE,,needs another back up,,,,,True,1281
1280,星期五主場-2012,2012-12-21,律政司司長袁國強,"主持：麥嘉緯

電影《寒戰》的一句對白：「法治是我們的核心價值」，令很多人很有共鳴，而司法獨立就是法治的基石，不容動搖。
 
一般人對今集的嘉賓不太認識。他應該、大家亦期望他站在捍衛法治和司法獨立的最前線，但當法官被位高權重的人批評是判錯案，五十年不變的承諾被質疑，他沒有反對；最近，他更建議終審法院提請釋法。
 
終審法院前常任法官包致金早前形容，香港法治面臨前所未見的猛烈風暴。上任前後都表現低調、面目模糊，要靠他為香港的法治和司法獨立把關，是否可信呢？

他是律政司司長袁國強。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=26890&year=2012&lang=zh-CN,https://mega.nz/file/ItpCgLBI#sjM6ma9VfCeZbcdhKoltFUAX2tLiWyN6AV0sdzwv18w,,needs another back up,,,,,True,1282
1281,星期五主場-2013,2013-09-06,扶貧委員會關愛基金專責小組主席羅致光,"得票超過十七萬的選美冠軍表示，現在是適當時候，開展普選工作，還稱政府要多聽民意；只得689票當選特首的梁振英，又有沒有真正聽取民意呢？
今日作客的嘉賓，是梁振英的同屆中學同學，曾任兩屆立法會議員，是民主黨創黨成員，擔任過秘書長、副主席等等，長期被視為民主黨大腦，他會怎樣分析梁振英這位舊同學處理民意以至管治的表現呢？
他於大學任教社工系多年，亦有為現屆政府在扶貧上出謀獻策，是少數獲重用的泛民中人。梁振英上場，兩次七一遊行他表明不參與，今年還出席升旗禮。究竟他是溫和民主派還是「梁粉」呢？
《星期五主場》今集嘉賓是扶貧委員會關愛基金專責小組主席羅致光。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=26890&year=2012&lang=zh-CN,https://mega.nz/file/RoxCUT5Y#o4f3zHxz-0oM-_FY-5h1gfn-5leb3kQ2AzwpRXlSgnE,,needs another back up,,,,,True,1283
1282,星期五主場-2013,2013-07-26,教育局局長吳克儉,"今屆政府上任超過一年，教育範疇本來沒有重大改革，但由推行國民教育科、十五年免費教育、北區小學派位，以至近期名校轉直資爭議，都搞得滿城風雨，是教育政策未如人意，還是主事官員力有不逮呢？

今集嘉賓加入政府前，一直在商界從事人力資源工作，亦做過考評局主席；他的教育理念、視野和政治能量，是否能夠勝任局長一職呢？民望長期低迷，他對香港人給他的成績表有甚什麼看法呢？

今集作客的嘉賓是教育局局長吳克儉。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=32745&year=2013&lang=zh-CN,https://mega.nz/file/B9wiTbjb#iptgSjSna0fvkhklbMPgNtOOQr10SE5ygNEhSCQQ6Rc,,needs another back up,,,,,True,1284
1283,星期五主場-2013,2013-08-30,"文化人陳冠中
","近年香港眾多議題，小至日常生活衣食住行，大至城市規劃、政制發展，幾乎都涉及中港矛盾，香港人本土意識逐漸覺醒。
今日嘉賓，自封是香港最早的本土派，七十年代已經書寫香港自己的故事，作品在文化界常常引起思潮討論。
他也是跨媒體文化人，遊走兩岸三地，潮流文化雜誌《號外》是他創辦，曾擔任電影編劇，又在台灣搞過電視台，近年長居北京寫小說，批判同反諷內地的政治和社會現狀，成為禁書。
他是今年香港書展年度作家，演說時主動表明會參與佔領中環，不過，他不認同這兩年越來越高漲的本土意識，那他那一代的本土，和這一代的本土，又有甚麼分別呢？
 《星期五主場》今集嘉賓是陳冠中。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=33793&year=2013&lang=zh-CN,https://mega.nz/file/FxojUYJB#2Rfby4dVOn-qPNpun-a1e6nPHlnG9-dPodaRn9CWrws,,needs another back up,,,,,True,1285
1284,星期五主場-2013,2013-02-01,旅遊發展局主席田北俊,"全城奶粉荒，香港爸爸媽媽在自己主場到處找尋也一罐難求，內地水貨客成為眾矢之的。

這幾年內地自由行旅客為香港社會帶來的衝擊，令很多人產生疑問：對於自由行，香港是否已經消化不良呢？無論是北區、旺角或銅鑼灣，藥房成行成市，但內裏又可有醫治香港的良藥呢？同樣是有病的，可能是香港的政局。

今日嘉賓在政商界打滾多年，由工業家到地產發展商，由港英政府提拔的精英，變成被認為是親北京的建制派，他又曾經是委任、功能界別、地區直選議員。過去六年，他到處推廣香港，希望吸引旅客，對漸呈病態的旅遊業，以至紛亂的社會及政治形勢有什麼看法呢？
 
他是旅遊發展局主席田北俊。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=27925&year=2013&lang=zh-CN,https://mega.nz/file/48gSBTrZ#iOFWLknDMLCXftZ86_1STL50EsRmGHfm2aJLnXRI_Yo,,needs another back up,,,,,True,1286
1285,星期五主場-2013,2013-01-04,獨立監察警方處理投訴委員會主席翟紹唐,"近年，社會矛盾加劇，有更多不同訴求的團體走上街頭，抗爭手法亦越趨激烈，遊行示威時衝擊警方限制、以至警民之間衝突亦越來越多，日前元旦遊行，這種場面亦有出現。
 
警方固然要維持秩序，但做法是否恰當、濫權，甚至成為製造衝突的導火線，就是香港人很關注的問題；控制秩序會否成為限制集會、限制新聞自由的藉口？
 
《星期五主場》請到法例授權它監察警方，但亦有機會被警方冷待、被拒絕的監警會主席翟紹唐。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=27234&year=2013&lang=zh-CN,https://mega.nz/file/5shQELoT#bjZAaWMP2iXXQpa-ZEZvteUF9WhcyyJQWVa_xb8Nw1Q,,needs another back up,,,,,True,1287
1286,星期五主場-2013,2013-02-08,立法會主席曾鈺成,"梁振英當選特首時稱：香港人要團結包容，共建香港營；但由他上台開始，矛盾有增無減，日前他還向傳媒發律師信，惹來廣泛爭議。 

今集嘉賓，去年曾經「認真考慮」參選特首，提出「大和解」主張，但在現今政治局勢，大和解仍有可能嗎？在民主發展上，他亦不時發表有別於保守派的意見，被視為開明建制派。不過，身為傳統愛國陣營的代表人物，甚至被封為「城中最後一個馬列主義者」，他和他所屬的民建聯，在政改以至核心價值議題上的表現，就往往和他所說的背道而馳；而他去年極具爭議的剪布決定，亦被認為是剪走他的公信力。

他是立法會主席曾鈺成。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=28098&year=2013&lang=zh-CN,https://mega.nz/file/IxpXXYKQ#yaeQSRBVPCiuTJlbxvPfYMq59Ukb1JELW10Z08LENJU,,needs another back up,,,,,True,1288
1287,星期五主場-2013,2013-07-19,行政會議成員張志剛,"今日作客的嘉賓，在梁振英上任前，做過的公職不算多，現在卻是尊貴的行政會議成員；他不是任何界別的領袖或者代表，亦沒有任何專業背景；他沒有經歷過選舉洗禮、亦沒有公共行政經驗，他最為人熟悉的，是經常在報紙專欄或者電視節目為特首梁振英保駕護航，被視為中堅「梁粉」。

他是行政會議成員、一國兩制研究中心總裁，張志剛。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=32459&year=2013&lang=zh-CN,https://mega.nz/file/004GERRI#gcAk4UpKPN9N6S5M0FQEe-niRRRLavYzss24gNGYkj0,,needs another back up,,,,,True,1289
1288,星期五主場-2013,2013-02-22,行政會議成員羅范椒芬,"中聯辦主任張曉明表示，感到社會各界對特區政府工作的滿意度遠遠高於個別傳媒的評論，來自社會各界的觀眾，你們認同嗎？

今集嘉賓從來沒有做過問責官員，不過做公務員其間就經常在前台衝鋒陷陣，全力推動教育改革，帶來滿城風雨，更爆出教院風波，最後毅然請辭。

離開官場，她轉身成為人大代表，前年擔任梁振英競選辦主任，被視為忠實梁粉。由做候任特首辦主任力推五司十四局，到新政府上台大半年，她的言論不時惹起爭議。

她亦曾經表明，任何人如果說她是負累都不會加入政府，她是行政會議成員羅范椒芬。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=28409&year=2013&lang=zh-CN,https://mega.nz/file/JpgUGRpY#_kNvLIdWnye7NRA31htnySsEuka1Li6aIvTzoO2XNx4,,needs another back up,,,,,True,1290
1289,星期五主場-2013,2013-08-09,行政會議成員陳智思,"女教師質疑警方選擇性執法時說了一句粗言，令近三千名分別支持和聲討她的民眾在街頭對峙，社會撕裂越來越嚴重，今日作客的嘉賓，是少數可以游走各界別的政治人，他可有方法拆解社會上不斷升溫的矛盾呢？

他出身商界，是家族生意第三代接班人，還擔任幾十間公司的董事，他同時是社聯主席，經常說商界要有社會責任。他向來有「公職王」的稱號，現時最少是七個委員會和公共機構的主席，高峰期出任超過80項公職。不過，今時今日政治環境，出任公職是否事倍功半呢？

他做過立法會議員，又是全國人大代表，和泛民一樣「有偈傾」，更被視為下屆特首黑馬。三個特首的行政會議，他都佔一席位，是近期民望最高的行會成員。是因為他深得民心，還是事事中立明哲保身呢？

＜星期五主場＞今集嘉賓是行政會議成員陳智思。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=33139&year=2013&lang=zh-CN,https://mega.nz/file/N8ITjKYD#I8oDlDwAN8u96k1H3xyp5VPh2J08OCqlyPjWmEv8eMc,,needs another back up,,,,,True,1291
1290,星期五主場-2013,2013-01-18,運輸及房屋局局長張炳良,"特首梁振英比正常遲了三個月發表施政報告，他口中重中之重的房屋政策，大家是否讚許呢？
 
這份施政報告，除了多項政策提到「研究」之外，有不少用語是香港人覺得很陌生的，例如發展大潮、功在國家利在香港、親水文化等等，亦有不少人覺得只是望梅止渴、畫餅充飢、遠水救不到近火。究竟是穩中求變還是穩中無變，是施政報告還是拖政報告？
 
今集嘉賓一直研究公共行政及政府管治，現在親身落場走入建制，是做實事還是紙上談兵呢？他是運輸及房屋局局長張炳良。　",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=27576&year=2013&lang=zh-CN,https://mega.nz/file/9t5wRLCb#Ox-h1yZdqebGm0Ws-wZsTxyhI8zvGezQNT-khhahpDs,,needs another back up,,,,,True,1292
1291,星期五主場-2013,2013-01-11,食物及衞生局局長高永文,"他的民望在問責官員中長踞榜首，新聞亦經常見到他：嬰兒出生沒有病床與他有關、看病排隊輪候時間長、私家醫院收費昂貴他要過問。
豬肉牛肉價格攀升、食油奶粉出事、小販阻街也是他份內工作，死後沒有骨灰龕他亦要處理，似乎每樣事都與他有關，他的高民望是眾望所歸還是虛火呢？
他是食物及衞生局局長高永文醫生。",https://podcast.rthk.hk/podcast/item.php?pid=428&eid=27379&year=2013&lang=zh-CN,https://mega.nz/file/MgxwyBBS#MJxiVrXzSydeCKrtybluYcViSrHG9RP9K_4hSZR6Lmo,,needs another back up,,,,,True,1293
1292,星期六主場(2013),2013-11-30,前基本法起草委員、民主黨創黨主席李柱銘,"富商李嘉誠日前罕有接受訪問，表示如果重新開始，可能會考慮參政。今日嘉賓從政超過三十年，如果重新開始，他的選擇又會否一樣呢？
他是資深大律師，曾任基本法起草委員， 80年代晉身議會，90年代創立泛民最大政黨，至08年不再參選，一直被稱為民主之父。今年4月，他提出一個確保泛民入閘、有篩選的特首選舉方案而惹來批評，最終他自認「老貓燒鬚」，道歉並且收回方案；他亦曾到去外國或向外國傳媒評論香港和大陸人權及民主狀況，因而被稱為係漢奸。
政改諮詢如箭在弦，爭取民主多年，他如何分析目前形勢呢？
《星期六主場》今集請到民主黨創黨主席，前基本法起草委員李柱銘。",https://podcast.rthk.hk/podcast/item.php?pid=529,https://mega.nz/file/EwYQ2bjQ#79578-OGU10dVML_kCy3gSQ1ysMheexKg88cFvnqBOA,,needs another back up,,,,,True,1294
1293,,,,,,,,,,,,,True,1295
1294,星期五主場-2013,30/11/2013,前基本法起草委員、民主黨創黨主席李柱銘,前基本法起草委員、民主黨創黨主席李柱銘,https://archive.rthk.hk/mp4/tv/2013/201311301900.mp4,ADD 咗DOWN 有排都未到佢,,,,,,,True,1296
1295,香港故事-修復時刻,18/11/2017 - 10/2/2018,Ep. 1-10,41608,https://www.youtube.com/watch?v=BiIWgf6wkd0&list=PLuwJy35eAVaLyZzPRWDsXOt02VXvz2Zsb&index=10,https://ipfs.io/ipfs/QmVuK6MJDP2rcQ5TizSLpczFXCfwCaxGRBTimxJxuA7xNC,,,,,,BiIWgf6wkd0,True,1297
1296,,,,富商李嘉誠日前罕有接受訪問，表示如果重新開始，可能會考慮參政。今日嘉賓從政超過三十年，如果重新開始，他的選擇又會否一樣呢？,,,,,,,,,True,1298
1297,曖昧不明關係研究學會 (4)：錯覺,,,他是資深大律師，曾任基本法起草委員， 80年代晉身議會，90年代創立泛民最大政黨，至08年不再參選，一直被稱為民主之父。今年4月，他提出一個確保泛民入閘、有篩選的特首選舉方案而惹來批評，最終他自認「老貓燒鬚」，道歉並且收回方案；他亦曾到去外國或向外國傳媒評論香港和大陸人權及民主狀況，因而被稱為係漢奸。,20141006T062916,未upload,,,,,,,True,1299
1298,曖昧不明關係研究學會 (5)：大家都是失敗者,,,政改諮詢如箭在弦，爭取民主多年，他如何分析目前形勢呢？,20141006T063122,未upload,,,,,,,True,1300
1299,曖昧不明關係研究學會 (2)：永遠當最好的朋友,,,《星期六主場》今集請到民主黨創黨主席，前基本法起草委員李柱銘。,20141006T063249,未upload,,,,,,,True,1301
1300,曖昧不明關係研究學會 (1)：兄妹,,,,20141007T041514,未upload,,,,,,,True,1302
1301,曖昧不明關係研究學會 (3)：無法在一起的人 VS 無法分開的人,,,,20141009T035542,未upload,,,,,,,True,1303
1302,"
",,,,,,,,,,,,True,1304
1303,"好想藝術留在家
",,"余廸文篇
","監製：鄧心怡

03/05/2020
《早安晨之遊》
他說，沒有什麼，就是盡量每早做點小作，讓腦袋遊個花園。
多媒體藝術家余廸文以剪紙及定格動畫帶大家的腦袋散步。

Tag: 好想藝術,留在家,余廸文,早安晨之遊,抗疫",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/678700,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E4%BD%99%E5%BB%B8%E6%96%87%E7%AF%87:4,,,,,,,True,1305
1304,"好想藝術留在家
",,"袁永賢篇
","監製：鄧心怡

《拖延者Thomas的疫情日常》
當患上拖延病的藝術家遇上世界停擺，全宇宙的時間都歸其所有，他會有機會康復嗎？
多媒體藝術家袁永賢向我們剖白他在「正常創作」與「拖延創作」之間的拉扯日常。

Tag: 好想藝術,留在家,抗疫,袁永賢,創作",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/680663,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E8%A2%81%E6%B0%B8%E8%B3%A2%E7%AF%87:8,,,,,,,True,1306
1305,"好想藝術留在家
",,"伍啟豪篇
","監製：Dora Tang

10/05/2020
《Hide and Seek》
多媒體藝術家伍啟豪說，十年多來縱然家徒四壁，他的貓咪仍會開發到一些幻想不到的丶甚至不可能去到的家中小角落，玩「躲貓貓」玩得出神入化。如今留在家中，他也想試驗一下。

Tag: 好想藝術,留在家,抗疫,伍啟豪,概念藝術",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/679508,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E4%BC%8D%E5%95%9F%E8%B1%AA%E7%AF%87:6,,,,,,,True,1307
1306,"好想藝術留在家
",,"陳敏兒篇
","監製：鄧心怡

""My Stay at Home Stop Motion Journal""
本來舞蹈是不停地動組合出來的，但現在整個世界都停止了下來，人的日常都要停擺。舞蹈家陳敏兒問自己：「當在停止的狀態中，還可不可以動、還能感受到舞動的節奏嗎？」她選擇以定格動畫來尋找答案。

Tag: 好想藝術,留在家,陳敏兒,Abby Chan,抗疫,創作",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/681935,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E9%99%B3%E6%95%8F%E5%85%92%E7%AF%87:1,,,,,,,True,1308
1307,"好想藝術留在家
",,"何兆基篇
","監製：鄧心怡

《在家中，我為自己築起一個孤島》
復活節假期呆在家中，雕塑藝術家何兆基決定與兒子找點樂子，由默坐、水書練字至以電腦軟件構築一個虛擬孤島來尋幽、看海。

Tag: 好想藝術,留在家,何兆基,抗疫,在家創作
",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/680752,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E4%BD%95%E5%85%86%E5%9F%BA%E7%AF%87:0,,,,,,,True,1309
1308,好想藝術留在家,,"黃進曦篇
","監製：鄧心怡

《孤高的旅程》
留家抗疫的日子，畫家黃進曦利用Google地圖環遊世界，尋找適合的風景繼續寫生。

Tag: 好想藝術,留在家,黃進曦,抗疫,孤高的旅程",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/680771,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E9%BB%83%E9%80%B2%E6%9B%A6%E7%AF%87:0,,,,,,,True,1310
1309,"好想藝術留在家
",,"高便蓮篇
","監製：鄧心怡

《窩•多工能》
藝術家高便蓮自2013起便過著歸園田居的生活，以「生活即藝術，藝術即生活」為創作理念。抗疫期間，她以花草石木創作出一個巨型蝸牛裝置，觀賞之餘，也可以讓人踏足其中進行穴位按摩，既養心又養身。

Tag: 好想藝術,留在家,高便蓮,抗疫,創作",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/680785,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E9%AB%98%E4%BE%BF%E8%93%AE%E7%AF%87:3,,,,,,,True,1311
1310,"好想藝術留在家
",,"羅玉梅篇
","監製：鄧心怡

《雲端上有個大海》
數年前，多媒體藝術家羅玉梅丟失了電話，手機裏的影像無法尋回，熟悉電腦的朋友建議她把兩個備份儲存在不同的雲端空間。
數年後，她把從網路上見過而又印象深刻的影像打印出來，其中一張，是某個悼念逝者的網絡平台的截圖，只要用手指頭擦過屏幕，逝者的頭像即化作一抹飛灰。羅玉梅想起2017年劉曉波逝世時，眾多網民在網易雲音樂網站，以台灣歌手張雨生的《大海》留言悼念這件事。她繼而為照片一一寫上記號，存放在一個盒子內。這些互聯網上的照片，是她的回憶備份？還是另類的剪報呢？這個盒子盛載的，如羅玉梅所言，「大概是雲端上有過大海的確據」。

Tag: 好想藝術,留在家,羅玉梅,抗疫,創作",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/680782,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_%E7%BE%85%E7%8E%89%E6%A2%85%E7%AF%87:0,,,,,,,True,1312
1311,"好想藝術留在家
",,"Mudwork篇
","監製：鄧心怡

《好想藝術。在家練》
多媒體藝術家Mudwork利用身邊的物件材料，做出具玩味且鍛鍊身心的東西，保持活力和幽默，家中的世界也是很精彩。

Tag: 好想藝術,留在家,Mudwork,抗疫,創作",https://www.rthk.hk/tv/dtt31/programme/artspirationwfh/episode/680788,https://odysee.com/@HKartsTV:9/%E9%A6%99%E6%B8%AF%E9%9B%BB%E5%8F%B0%E7%B6%B2%E7%AB%99-_-%E9%9B%BB%E8%A6%96_%E5%A5%BD%E6%83%B3%E8%97%9D%E8%A1%93%E7%95%99%E5%9C%A8%E5%AE%B6-_Mudwork%E7%AF%87:5,,,,,,,True,1313
1312,,,,,,,,,,,,,True,1314
1313,演藝盛薈Arts On Air (2020),,,,https://www.rthk.hk/tv/dtt31/programme/artsonair2015/episode/724205,downloaded,醫護人生,,,,,,True,1315
